customer_id,subscription_plan,region,device_type,usage_hours_per_week,support_tickets,customer_lifetime_month,monthly_fee,total_revenue,churn_flag,subscription_status,cancellation_reason
1744,basic,NA,Mobile,9,1.0,19,25,475,0,Active,None
1745,basic,North America,Desktop,9,3.0,19,25,475,1,Cancelled,Other
1746,Premium,NA,Desktop,8,2.0,33,90,2970,0,Active,None
1747,Basic,Asia,,10,0.0,35,25,875,0,Active,None
1748,STANDARD,South America,,9,,20,50,1000,0,Active,None
1749,enterprise,NA,Tablet,5,3.0,29,150,4350,0,Active,None
1750,enterprise,North America,Desktop,10,0.0,8,150,1200,0,Active,None
1751,basic,Asia,Tablet,-3,,25,25,625,0,Active,None
1752,Premium,Europe,Tablet,5,1.0,17,90,1530,0,Active,None
1753,Premium,Asia,,0,1.0,1,90,90,1,Cancelled,Low Usage
1754,enterprise,NA,,8,4.0,30,150,4500,1,Cancelled,Other
1755,STANDARD,North America,Tablet,10,0.0,28,50,1400,0,Active,None
1756,Basic,NA,Desktop,5,2.0,33,25,825,0,Active,None
1757,STANDARD,Europe,Desktop,-1,2.0,13,50,650,0,Active,None
1758,Basic,Europe,Tablet,2,3.0,24,25,600,1,Cancelled,Technical Issues
1759,enterprise,North America,Mobile,-1,2.0,22,150,3300,0,Active,None
1760,Basic,South America,Mobile,-3,,13,25,325,0,Active,None
1761,Premium,Asia,,18,0.0,12,90,1080,0,Active,None
1762,basic,Asia,Desktop,17,1.0,7,25,175,0,Active,None
1763,basic,Europe,Tablet,-1,0.0,29,25,725,0,Active,None
1764,enterprise,NA,Tablet,10,0.0,29,150,4350,0,Active,None
1765,Premium,NA,Desktop,16,1.0,26,90,2340,0,Active,None
1766,STANDARD,South America,,-2,,27,50,1350,1,Cancelled,Low Usage
1767,Premium,NA,,8,0.0,24,90,2160,0,Active,None
1768,basic,Asia,Mobile,6,2.0,31,25,775,0,Active,None
1769,basic,NA,Desktop,9,3.0,7,25,175,1,Cancelled,Other
1770,Premium,South America,Desktop,16,3.0,17,90,1530,0,Active,None
1771,Premium,Asia,Tablet,0,0.0,33,90,2970,1,Cancelled,Other
1772,basic,NA,Desktop,15,,34,25,850,0,Active,None
1773,STANDARD,Asia,Mobile,18,1.0,18,50,900,0,Active,None
1774,enterprise,Europe,Desktop,-3,4.0,5,150,750,1,Cancelled,Technical Issues
1775,enterprise,Europe,Tablet,7,,1,150,150,0,Active,None
1776,Premium,Europe,Mobile,12,0.0,7,90,630,0,Active,None
1777,enterprise,NA,Tablet,15,0.0,34,150,5100,0,Active,None
1778,basic,South America,Desktop,15,4.0,3,25,75,0,Active,None
1779,basic,Asia,,8,3.0,35,25,875,1,Cancelled,Technical Issues
1780,Premium,North America,Desktop,-1,,12,90,1080,0,Active,None
1781,Premium,Europe,Desktop,19,3.0,15,90,1350,0,Active,None
1782,Premium,Europe,Tablet,14,4.0,4,90,360,1,Cancelled,Better Alternative
1783,STANDARD,North America,,13,1.0,33,50,1650,0,Active,None
1784,enterprise,North America,Desktop,1,0.0,16,150,2400,1,Cancelled,Too Expensive
1785,Premium,NA,Mobile,12,2.0,29,90,2610,0,Active,None
1786,Basic,Asia,Mobile,10,3.0,6,25,150,1,Cancelled,Low Usage
1787,Basic,Europe,Tablet,15,3.0,23,25,575,0,Active,None
1788,basic,South America,Tablet,2,,13,25,325,1,Cancelled,Technical Issues
1789,enterprise,NA,,-1,3.0,1,150,150,1,Cancelled,Better Alternative
1790,Premium,NA,Tablet,2,1.0,12,90,1080,0,Active,None
1791,Basic,South America,,8,4.0,27,25,675,0,Active,None
1792,enterprise,South America,Desktop,16,1.0,25,150,3750,0,Active,None
1793,basic,South America,Mobile,7,3.0,22,25,550,0,Active,None
1794,STANDARD,North America,Mobile,3,,34,50,1700,1,Cancelled,Other
1795,enterprise,Europe,Mobile,-3,0.0,18,150,2700,0,Active,None
1796,enterprise,North America,Tablet,12,3.0,16,150,2400,0,Active,None
1797,STANDARD,Europe,Tablet,12,0.0,29,50,1450,0,Active,None
1798,enterprise,North America,Desktop,13,,30,150,4500,0,Active,None
1799,basic,Asia,Tablet,11,0.0,30,25,750,0,Active,None
1800,basic,Europe,,17,3.0,20,25,500,0,Active,None
1801,STANDARD,NA,Mobile,5,3.0,22,50,1100,0,Active,None
1802,Premium,Europe,Desktop,1,0.0,34,90,3060,0,Active,None
1803,Basic,Europe,,16,1.0,4,25,100,0,Active,None
1804,Premium,Europe,,4,1.0,31,90,2790,1,Cancelled,Too Expensive
1805,enterprise,Asia,Tablet,17,,14,150,2100,0,Active,None
1806,Basic,North America,Tablet,-3,1.0,8,25,200,0,Active,None
1807,STANDARD,NA,Mobile,3,2.0,5,50,250,1,Cancelled,Technical Issues
1808,STANDARD,North America,Desktop,7,0.0,8,50,400,0,Active,None
1809,Basic,North America,,16,2.0,11,25,275,0,Active,None
1810,basic,South America,Tablet,17,2.0,29,25,725,0,Active,None
1811,Basic,Asia,Tablet,9,0.0,21,25,525,0,Active,None
1812,enterprise,South America,Desktop,18,2.0,13,150,1950,0,Active,None
1813,basic,Asia,Desktop,9,,19,25,475,0,Active,None
1814,STANDARD,North America,Tablet,3,,3,50,150,0,Active,None
1815,Basic,North America,Tablet,7,0.0,34,25,850,0,Active,None
1816,Premium,Asia,Mobile,14,4.0,19,90,1710,0,Active,None
1817,Premium,North America,Desktop,-3,4.0,32,90,2880,1,Cancelled,Technical Issues
1818,enterprise,North America,,8,0.0,14,150,2100,0,Active,None
1819,Premium,NA,Tablet,-1,0.0,7,90,630,0,Active,None
1820,Basic,South America,Tablet,-3,0.0,20,25,500,1,Cancelled,Better Alternative
1821,Basic,South America,Tablet,0,1.0,32,25,800,1,Cancelled,Low Usage
1822,Premium,South America,Tablet,2,0.0,31,90,2790,0,Active,None
1823,Basic,Europe,Mobile,1,,22,25,550,0,Active,None
1824,enterprise,NA,Desktop,7,,5,150,750,0,Active,None
1825,basic,South America,Tablet,16,3.0,31,25,775,0,Active,None
1826,enterprise,South America,Desktop,19,4.0,15,150,2250,0,Active,None
1827,enterprise,NA,,9,4.0,17,150,2550,0,Active,None
1828,Basic,North America,,7,0.0,19,25,475,0,Active,None
1829,basic,South America,,2,4.0,10,25,250,1,Cancelled,Better Alternative
1830,Basic,North America,,15,0.0,34,25,850,0,Active,None
1831,STANDARD,South America,Desktop,11,0.0,25,50,1250,0,Active,None
1832,Basic,Asia,,17,4.0,28,25,700,0,Active,None
1833,Basic,Europe,,9,4.0,15,25,375,0,Active,None
1834,Basic,South America,Tablet,6,3.0,20,25,500,1,Cancelled,Technical Issues
1835,basic,Asia,Tablet,-3,2.0,13,25,325,0,Active,None
1836,Basic,NA,Tablet,9,3.0,20,25,500,0,Active,None
1837,basic,Asia,Mobile,2,3.0,31,25,775,1,Cancelled,Too Expensive
1838,Premium,NA,Tablet,17,4.0,18,90,1620,0,Active,None
1839,STANDARD,South America,,16,,28,50,1400,0,Active,None
1840,basic,NA,Desktop,8,3.0,4,25,100,0,Active,None
1841,Premium,Asia,,13,,24,90,2160,0,Active,None
1842,basic,Europe,Desktop,14,4.0,9,25,225,0,Active,None
1843,basic,North America,,4,1.0,32,25,800,0,Active,None
1844,STANDARD,North America,Mobile,10,0.0,32,50,1600,0,Active,None
1845,enterprise,Europe,Tablet,1,2.0,21,150,3150,0,Active,None
1846,enterprise,North America,,18,,27,150,4050,0,Active,None
1847,basic,South America,Tablet,-2,1.0,8,25,200,1,Cancelled,Low Usage
1848,Basic,South America,Mobile,18,,19,25,475,0,Active,None
1849,Premium,Asia,Mobile,7,0.0,29,90,2610,0,Active,None
1850,Basic,Asia,Tablet,-1,0.0,19,25,475,1,Cancelled,Too Expensive
1851,Basic,NA,Tablet,18,2.0,5,25,125,0,Active,None
1852,basic,Asia,Desktop,12,3.0,22,25,550,1,Cancelled,Technical Issues
1853,basic,South America,Tablet,17,0.0,35,25,875,0,Active,None
1854,basic,Asia,Tablet,12,2.0,10,25,250,0,Active,None
1855,basic,North America,Desktop,5,,15,25,375,0,Active,None
1856,enterprise,NA,,9,,2,150,300,0,Active,None
1857,basic,NA,Desktop,6,,22,25,550,0,Active,None
1858,enterprise,South America,,13,,35,150,5250,0,Active,None
1859,enterprise,Asia,,17,,19,150,2850,0,Active,None
1860,basic,North America,,13,4.0,12,25,300,0,Active,None
1861,STANDARD,Asia,Desktop,6,0.0,34,50,1700,0,Active,None
1862,Premium,Europe,Desktop,4,0.0,20,90,1800,0,Active,None
1863,Basic,Asia,Mobile,3,3.0,7,25,175,1,Cancelled,Better Alternative
1864,enterprise,South America,,10,3.0,24,150,3600,1,Cancelled,Technical Issues
1865,Premium,Asia,Desktop,18,4.0,3,90,270,1,Cancelled,Better Alternative
1866,STANDARD,NA,Mobile,14,0.0,6,50,300,0,Active,None
1867,Basic,North America,,17,3.0,33,25,825,0,Active,None
1868,Basic,South America,Desktop,15,2.0,34,25,850,0,Active,None
1869,enterprise,Europe,Desktop,14,,33,150,4950,0,Active,None
1870,basic,North America,Desktop,10,,29,25,725,0,Active,None
1871,STANDARD,North America,Tablet,6,0.0,23,50,1150,0,Active,None
1872,enterprise,NA,Mobile,-3,,4,150,600,1,Cancelled,Other
1873,STANDARD,NA,Desktop,5,,5,50,250,0,Active,None
1874,basic,NA,Tablet,14,2.0,34,25,850,0,Active,None
1875,basic,South America,Mobile,9,1.0,16,25,400,0,Active,None
1876,enterprise,Asia,Mobile,13,4.0,3,150,450,0,Active,None
1877,basic,North America,Tablet,19,3.0,14,25,350,0,Active,None
1878,Premium,Asia,Mobile,18,1.0,33,90,2970,0,Active,None
1879,Basic,Asia,Tablet,12,3.0,28,25,700,0,Active,None
1880,enterprise,NA,,7,1.0,15,150,2250,0,Active,None
1881,STANDARD,Asia,Desktop,19,,4,50,200,0,Active,None
1882,Premium,North America,Tablet,5,3.0,20,90,1800,0,Active,None
1883,enterprise,North America,Mobile,3,4.0,25,150,3750,1,Cancelled,Too Expensive
1884,basic,Europe,Mobile,18,0.0,35,25,875,0,Active,None
1885,basic,South America,,-3,2.0,22,25,550,0,Active,None
1886,basic,Asia,,5,1.0,35,25,875,0,Active,None
1887,basic,South America,,6,2.0,28,25,700,0,Active,None
1888,STANDARD,South America,,12,2.0,10,50,500,0,Active,None
1889,Premium,South America,,17,3.0,16,90,1440,0,Active,None
1890,Basic,South America,Desktop,14,0.0,23,25,575,0,Active,None
1891,STANDARD,North America,Tablet,10,3.0,19,50,950,1,Cancelled,Better Alternative
1892,STANDARD,Asia,,7,2.0,1,50,50,0,Active,None
1893,Basic,Europe,,0,,1,25,25,0,Active,None
1894,Basic,South America,Desktop,15,4.0,26,25,650,1,Cancelled,Low Usage
1895,basic,Europe,Tablet,9,0.0,34,25,850,0,Active,None
1896,STANDARD,North America,,-3,0.0,2,50,100,0,Active,None
1897,enterprise,North America,Tablet,17,,28,150,4200,0,Active,None
1898,Basic,NA,Tablet,15,2.0,20,25,500,0,Active,None
1899,Basic,South America,Desktop,11,3.0,27,25,675,0,Active,None
1900,Premium,NA,Desktop,16,,28,90,2520,0,Active,None
1901,enterprise,Europe,,11,4.0,31,150,4650,0,Active,None
1902,enterprise,Asia,Mobile,7,1.0,7,150,1050,0,Active,None
1903,Basic,NA,Desktop,19,3.0,8,25,200,0,Active,None
1904,basic,North America,Tablet,1,0.0,32,25,800,1,Cancelled,Low Usage
1905,Premium,South America,Tablet,18,,11,90,990,0,Active,None
1906,enterprise,Europe,,6,3.0,26,150,3900,1,Cancelled,Low Usage
1907,Basic,North America,,14,1.0,25,25,625,0,Active,None
1908,enterprise,Asia,,3,4.0,7,150,1050,1,Cancelled,Low Usage
1909,Premium,South America,Tablet,-3,,20,90,1800,1,Cancelled,Other
1910,Premium,Asia,Desktop,-1,4.0,30,90,2700,1,Cancelled,Better Alternative
1911,STANDARD,Asia,Mobile,-3,1.0,1,50,50,0,Active,None
1912,Basic,South America,Desktop,13,1.0,18,25,450,0,Active,None
1913,Premium,South America,Mobile,11,2.0,8,90,720,0,Active,None
1914,STANDARD,Asia,Desktop,1,0.0,29,50,1450,1,Cancelled,Better Alternative
1915,STANDARD,Europe,,18,2.0,22,50,1100,0,Active,None
1916,enterprise,South America,Tablet,12,3.0,32,150,4800,0,Active,None
1917,enterprise,North America,Mobile,8,1.0,14,150,2100,0,Active,None
1918,STANDARD,NA,Desktop,15,2.0,2,50,100,0,Active,None
1919,enterprise,Europe,Tablet,10,0.0,35,150,5250,0,Active,None
1920,Premium,South America,Mobile,-1,0.0,7,90,630,0,Active,None
1921,basic,South America,Mobile,15,1.0,3,25,75,0,Active,None
1922,Premium,Europe,Tablet,-3,,15,90,1350,0,Active,None
1923,STANDARD,NA,,17,2.0,34,50,1700,0,Active,None
1924,STANDARD,Asia,Tablet,-3,4.0,22,50,1100,1,Cancelled,Other
1925,Premium,North America,,6,1.0,18,90,1620,0,Active,None
1926,enterprise,South America,Desktop,-1,3.0,18,150,2700,0,Active,None
1927,enterprise,NA,Desktop,9,2.0,34,150,5100,0,Active,None
1928,STANDARD,North America,Tablet,2,2.0,18,50,900,0,Active,None
1929,Basic,Europe,,7,1.0,29,25,725,0,Active,None
1930,enterprise,South America,Desktop,2,,12,150,1800,0,Active,None
1931,Premium,Asia,,-1,2.0,18,90,1620,0,Active,None
1932,enterprise,Europe,,12,2.0,31,150,4650,0,Active,None
1933,Premium,South America,,5,3.0,15,90,1350,0,Active,None
1934,STANDARD,NA,Tablet,4,,30,50,1500,0,Active,None
1935,enterprise,North America,,-1,3.0,28,150,4200,1,Cancelled,Technical Issues
1936,Premium,North America,Tablet,1,4.0,15,90,1350,1,Cancelled,Technical Issues
1937,STANDARD,South America,Desktop,17,3.0,33,50,1650,0,Active,None
1938,Basic,Europe,Desktop,10,4.0,2,25,50,1,Cancelled,Other
1939,Premium,Asia,Mobile,1,3.0,8,90,720,1,Cancelled,Other
1940,Basic,NA,Mobile,15,4.0,33,25,825,0,Active,None
1941,Basic,South America,Desktop,1,,35,25,875,1,Cancelled,Technical Issues
1942,basic,NA,,17,3.0,18,25,450,0,Active,None
1943,enterprise,North America,,16,3.0,26,150,3900,0,Active,None
1944,Premium,Asia,Desktop,16,1.0,21,90,1890,0,Active,None
1945,Basic,NA,Desktop,-2,3.0,28,25,700,1,Cancelled,Too Expensive
1946,basic,South America,Mobile,3,4.0,20,25,500,1,Cancelled,Low Usage
1947,STANDARD,Asia,,-3,1.0,20,50,1000,1,Cancelled,Too Expensive
1948,Premium,Europe,Desktop,17,4.0,4,90,360,0,Active,None
1949,Basic,South America,Mobile,14,3.0,34,25,850,0,Active,None
1950,enterprise,NA,Mobile,6,3.0,13,150,1950,0,Active,None
1951,basic,Asia,,2,4.0,31,25,775,1,Cancelled,Too Expensive
1952,Basic,South America,Mobile,3,,7,25,175,0,Active,None
1953,enterprise,Asia,Mobile,8,,17,150,2550,0,Active,None
1954,Basic,Asia,Tablet,14,,12,25,300,0,Active,None
1955,Premium,Asia,Desktop,7,2.0,30,90,2700,0,Active,None
1956,Premium,NA,,18,1.0,34,90,3060,0,Active,None
1957,Premium,South America,Desktop,15,1.0,22,90,1980,0,Active,None
1958,basic,North America,Tablet,0,,21,25,525,1,Cancelled,Too Expensive
1959,Premium,North America,,15,3.0,9,90,810,1,Cancelled,Other
1960,enterprise,NA,Desktop,9,1.0,12,150,1800,0,Active,None
1961,Basic,NA,Mobile,15,4.0,17,25,425,0,Active,None
1962,STANDARD,Asia,,-2,3.0,16,50,800,1,Cancelled,Better Alternative
1963,enterprise,South America,Tablet,5,1.0,5,150,750,0,Active,None
1964,enterprise,South America,Mobile,4,0.0,19,150,2850,1,Cancelled,Better Alternative
1965,Premium,Europe,Tablet,17,1.0,28,90,2520,0,Active,None
1966,basic,Europe,Mobile,10,,17,25,425,0,Active,None
1967,Basic,North America,Desktop,5,4.0,22,25,550,0,Active,None
1968,basic,Europe,Desktop,9,1.0,35,25,875,0,Active,None
1969,Basic,Europe,Desktop,14,2.0,15,25,375,0,Active,None
1970,Basic,North America,Tablet,2,,19,25,475,0,Active,None
1971,basic,North America,,19,2.0,26,25,650,0,Active,None
1972,enterprise,Europe,Desktop,18,3.0,35,150,5250,0,Active,None
1973,Basic,South America,Tablet,-1,2.0,23,25,575,1,Cancelled,Technical Issues
1974,basic,Europe,Mobile,6,4.0,10,25,250,0,Active,None
1975,Basic,Asia,Desktop,6,0.0,22,25,550,0,Active,None
1976,STANDARD,Asia,Mobile,6,0.0,11,50,550,0,Active,None
1977,enterprise,Asia,Desktop,5,3.0,26,150,3900,0,Active,None
1978,Premium,NA,Mobile,8,3.0,1,90,90,0,Active,None
1979,Basic,Asia,Tablet,4,2.0,21,25,525,1,Cancelled,Low Usage
1980,STANDARD,South America,Desktop,5,4.0,8,50,400,0,Active,None
1981,Premium,NA,Tablet,13,2.0,20,90,1800,0,Active,None
1982,Premium,NA,Tablet,4,4.0,17,90,1530,0,Active,None
1983,Basic,Asia,Mobile,14,4.0,15,25,375,0,Active,None
1984,basic,Europe,Desktop,16,0.0,21,25,525,0,Active,None
1985,Basic,North America,,13,4.0,1,25,25,0,Active,None
1986,STANDARD,Europe,,2,1.0,3,50,150,0,Active,None
1987,Premium,Europe,Tablet,6,4.0,31,90,2790,0,Active,None
1988,Basic,NA,Mobile,-3,0.0,31,25,775,0,Active,None
1989,basic,NA,Mobile,17,,21,25,525,0,Active,None
1990,Basic,NA,Mobile,-3,2.0,23,25,575,0,Active,None
1991,enterprise,South America,Desktop,5,4.0,17,150,2550,0,Active,None
1992,basic,South America,Desktop,16,1.0,22,25,550,0,Active,None
1993,STANDARD,North America,Mobile,-1,3.0,22,50,1100,1,Cancelled,Better Alternative
1994,Premium,NA,,2,2.0,8,90,720,0,Active,None
1995,Basic,Asia,,3,3.0,8,25,200,1,Cancelled,Other
1996,basic,NA,Desktop,5,1.0,14,25,350,0,Active,None
1997,enterprise,South America,Mobile,1,0.0,24,150,3600,0,Active,None
1998,basic,NA,,12,,22,25,550,0,Active,None
1999,enterprise,South America,,-2,0.0,15,150,2250,0,Active,None
2000,STANDARD,NA,Desktop,-1,,20,50,1000,0,Active,None
2001,Premium,Asia,Desktop,-1,2.0,27,90,2430,0,Active,None
2002,STANDARD,North America,,16,4.0,28,50,1400,1,Cancelled,Better Alternative
2003,Basic,Asia,Mobile,19,4.0,22,25,550,0,Active,None
2004,basic,South America,,6,3.0,31,25,775,0,Active,None
2005,enterprise,Europe,,18,0.0,9,150,1350,0,Active,None
2006,enterprise,Asia,Mobile,-1,4.0,23,150,3450,1,Cancelled,Low Usage
2007,basic,NA,Desktop,11,,5,25,125,0,Active,None
2008,basic,North America,Mobile,10,4.0,17,25,425,0,Active,None
2009,Basic,NA,Mobile,19,0.0,5,25,125,0,Active,None
2010,STANDARD,NA,Mobile,0,0.0,7,50,350,0,Active,None
2011,enterprise,Asia,Mobile,6,1.0,8,150,1200,0,Active,None
2012,Basic,North America,Desktop,7,3.0,7,25,175,1,Cancelled,Too Expensive
2013,STANDARD,Europe,,7,0.0,22,50,1100,0,Active,None
2014,Basic,NA,Tablet,4,1.0,21,25,525,0,Active,None
2015,enterprise,North America,Desktop,19,0.0,4,150,600,0,Active,None
2016,basic,Europe,Mobile,19,2.0,32,25,800,0,Active,None
2017,basic,NA,,5,,29,25,725,0,Active,None
2018,STANDARD,North America,,4,,30,50,1500,1,Cancelled,Other
2019,Premium,Asia,Mobile,8,2.0,3,90,270,0,Active,None
2020,STANDARD,NA,Desktop,13,2.0,5,50,250,0,Active,None
2021,Premium,NA,Mobile,19,0.0,19,90,1710,0,Active,None
2022,Basic,North America,,11,4.0,8,25,200,0,Active,None
2023,Basic,NA,,15,4.0,31,25,775,0,Active,None
2024,enterprise,Europe,Desktop,16,2.0,27,150,4050,0,Active,None
2025,Premium,NA,Tablet,2,3.0,13,90,1170,1,Cancelled,Other
2026,enterprise,South America,Mobile,1,,6,150,900,0,Active,None
2027,basic,Europe,Tablet,4,1.0,1,25,25,0,Active,None
2028,Premium,North America,,14,2.0,30,90,2700,0,Active,None
2029,STANDARD,Europe,Tablet,17,,11,50,550,0,Active,None
2030,basic,South America,Mobile,17,1.0,31,25,775,0,Active,None
2031,basic,South America,Mobile,11,1.0,16,25,400,0,Active,None
2032,STANDARD,NA,,-1,2.0,15,50,750,1,Cancelled,Other
2033,basic,NA,Desktop,10,4.0,5,25,125,0,Active,None
2034,Premium,Asia,Desktop,11,3.0,15,90,1350,0,Active,None
2035,enterprise,Europe,,9,,1,150,150,0,Active,None
2036,basic,Asia,Mobile,17,2.0,15,25,375,0,Active,None
2037,Premium,South America,Desktop,16,1.0,8,90,720,0,Active,None
2038,Basic,NA,Tablet,17,,22,25,550,0,Active,None
2039,Premium,NA,,5,0.0,27,90,2430,0,Active,None
2040,enterprise,NA,Tablet,19,0.0,34,150,5100,0,Active,None
2041,Premium,North America,Mobile,13,,30,90,2700,0,Active,None
2042,STANDARD,South America,Desktop,15,,12,50,600,0,Active,None
2043,enterprise,NA,Mobile,0,1.0,2,150,300,0,Active,None
2044,Basic,South America,Tablet,16,2.0,22,25,550,0,Active,None
2045,STANDARD,NA,Mobile,6,4.0,17,50,850,1,Cancelled,Technical Issues
2046,Premium,Europe,Mobile,18,2.0,35,90,3150,0,Active,None
2047,enterprise,South America,,-1,3.0,23,150,3450,1,Cancelled,Technical Issues
2048,Basic,Asia,,15,,29,25,725,0,Active,None
2049,STANDARD,North America,Mobile,5,0.0,29,50,1450,0,Active,None
2050,Basic,Asia,,1,1.0,19,25,475,0,Active,None
2051,Premium,South America,Mobile,10,4.0,17,90,1530,0,Active,None
2052,Basic,NA,Tablet,3,2.0,8,25,200,1,Cancelled,Better Alternative
2053,basic,South America,,17,3.0,7,25,175,1,Cancelled,Better Alternative
2054,STANDARD,North America,Mobile,2,2.0,11,50,550,0,Active,None
2055,Basic,South America,,4,3.0,3,25,75,1,Cancelled,Too Expensive
2056,Premium,NA,Mobile,-2,2.0,2,90,180,0,Active,None
2057,Premium,Asia,,10,4.0,19,90,1710,0,Active,None
2058,Basic,Europe,Desktop,18,4.0,28,25,700,0,Active,None
2059,Premium,Asia,Mobile,3,1.0,28,90,2520,0,Active,None
2060,enterprise,NA,Desktop,-1,4.0,25,150,3750,1,Cancelled,Low Usage
2061,enterprise,NA,Mobile,16,3.0,11,150,1650,0,Active,None
2062,enterprise,North America,Desktop,18,1.0,2,150,300,0,Active,None
2063,basic,South America,Mobile,19,4.0,12,25,300,1,Cancelled,Low Usage
2064,Basic,South America,,2,0.0,12,25,300,0,Active,None
2065,basic,Asia,Desktop,17,3.0,25,25,625,0,Active,None
2066,Premium,Europe,,10,1.0,31,90,2790,0,Active,None
2067,basic,Europe,Mobile,8,3.0,17,25,425,0,Active,None
2068,Premium,North America,,14,1.0,12,90,1080,0,Active,None
2069,Premium,NA,Mobile,8,3.0,30,90,2700,0,Active,None
2070,STANDARD,North America,,3,0.0,2,50,100,0,Active,None
2071,enterprise,South America,Desktop,1,4.0,16,150,2400,1,Cancelled,Technical Issues
2072,Premium,NA,Mobile,8,2.0,1,90,90,0,Active,None
2073,STANDARD,North America,,5,2.0,34,50,1700,0,Active,None
2074,enterprise,Asia,Mobile,7,2.0,1,150,150,0,Active,None
2075,Premium,South America,Mobile,0,1.0,3,90,270,0,Active,None
2076,Premium,Europe,Mobile,10,4.0,34,90,3060,0,Active,None
2077,basic,North America,Tablet,8,,12,25,300,0,Active,None
2078,basic,South America,Mobile,14,1.0,27,25,675,0,Active,None
2079,enterprise,South America,,3,1.0,25,150,3750,0,Active,None
2080,Premium,Europe,Tablet,19,1.0,12,90,1080,0,Active,None
2081,Basic,Europe,,-3,,33,25,825,0,Active,None
2082,basic,Europe,Tablet,9,1.0,9,25,225,0,Active,None
2083,enterprise,North America,Mobile,12,4.0,1,150,150,0,Active,None
2084,Premium,Europe,Desktop,1,2.0,23,90,2070,0,Active,None
2085,Premium,Asia,Desktop,15,3.0,28,90,2520,0,Active,None
2086,Basic,South America,Mobile,5,1.0,3,25,75,0,Active,None
2087,enterprise,Europe,Tablet,19,4.0,5,150,750,0,Active,None
2088,Premium,South America,,5,0.0,29,90,2610,0,Active,None
2089,basic,NA,Desktop,8,3.0,13,25,325,0,Active,None
2090,Basic,NA,Mobile,14,1.0,4,25,100,0,Active,None
2091,enterprise,Europe,Mobile,6,1.0,6,150,900,0,Active,None
2092,Basic,South America,Tablet,13,3.0,6,25,150,0,Active,None
2093,basic,NA,Desktop,15,3.0,11,25,275,0,Active,None
2094,enterprise,Europe,Mobile,7,1.0,27,150,4050,0,Active,None
2095,Basic,South America,Desktop,12,4.0,35,25,875,0,Active,None
2096,STANDARD,Europe,,4,0.0,4,50,200,1,Cancelled,Low Usage
2097,basic,South America,Mobile,11,4.0,27,25,675,0,Active,None
2098,basic,NA,Mobile,7,,16,25,400,0,Active,None
2099,basic,Europe,,3,2.0,18,25,450,1,Cancelled,Technical Issues
2100,STANDARD,NA,Mobile,-2,2.0,7,50,350,0,Active,None
2101,STANDARD,Europe,Tablet,15,2.0,11,50,550,0,Active,None
2102,Premium,North America,,5,1.0,8,90,720,0,Active,None
2103,Basic,NA,Tablet,14,0.0,6,25,150,0,Active,None
2104,Premium,NA,,9,0.0,5,90,450,0,Active,None
2105,Basic,Asia,,19,,6,25,150,0,Active,None
2106,STANDARD,NA,Tablet,-3,1.0,2,50,100,1,Cancelled,Technical Issues
2107,STANDARD,South America,,15,1.0,31,50,1550,0,Active,None
2108,Premium,Europe,Desktop,9,1.0,32,90,2880,0,Active,None
2109,enterprise,North America,Tablet,10,0.0,9,150,1350,0,Active,None
2110,Premium,South America,,13,1.0,15,90,1350,0,Active,None
2111,Basic,South America,Tablet,18,3.0,21,25,525,0,Active,None
2112,Premium,South America,,16,3.0,28,90,2520,0,Active,None
2113,basic,South America,,-3,3.0,27,25,675,1,Cancelled,Too Expensive
2114,Basic,North America,Desktop,1,1.0,5,25,125,0,Active,None
2115,Basic,Asia,Desktop,16,3.0,17,25,425,0,Active,None
2116,enterprise,NA,Desktop,10,,24,150,3600,0,Active,None
2117,STANDARD,South America,,14,1.0,31,50,1550,0,Active,None
2118,Basic,NA,Desktop,9,,35,25,875,0,Active,None
2119,STANDARD,NA,Tablet,19,3.0,4,50,200,0,Active,None
2120,Premium,South America,,8,1.0,20,90,1800,0,Active,None
2121,basic,Asia,Tablet,11,4.0,17,25,425,0,Active,None
2122,enterprise,NA,Desktop,0,2.0,10,150,1500,0,Active,None
2123,STANDARD,Europe,,5,4.0,21,50,1050,0,Active,None
2124,Basic,NA,Tablet,-1,2.0,21,25,525,0,Active,None
2125,STANDARD,South America,Mobile,18,2.0,16,50,800,0,Active,None
2126,Basic,North America,Tablet,7,3.0,33,25,825,0,Active,None
2127,STANDARD,NA,,11,2.0,10,50,500,0,Active,None
2128,Basic,Asia,Mobile,12,2.0,18,25,450,0,Active,None
2129,Premium,Europe,Desktop,3,4.0,33,90,2970,1,Cancelled,Too Expensive
2130,Basic,Europe,Desktop,3,2.0,29,25,725,0,Active,None
2131,Basic,North America,Tablet,18,1.0,31,25,775,0,Active,None
2132,basic,North America,Desktop,5,,24,25,600,0,Active,None
2133,Basic,NA,Tablet,13,,12,25,300,0,Active,None
2134,basic,South America,Tablet,9,1.0,20,25,500,0,Active,None
2135,enterprise,Asia,Tablet,5,3.0,6,150,900,0,Active,None
2136,basic,Europe,Tablet,5,4.0,8,25,200,0,Active,None
2137,Premium,North America,,16,0.0,14,90,1260,0,Active,None
2138,basic,Asia,,8,,5,25,125,0,Active,None
2139,enterprise,South America,Mobile,17,4.0,3,150,450,1,Cancelled,Other
2140,Premium,Europe,Mobile,15,,22,90,1980,0,Active,None
2141,STANDARD,Europe,Desktop,19,0.0,8,50,400,0,Active,None
